,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,IsInHabitableZone
173,Kepler-44 b,0.0,1.0,1.09,3.2467293,0.0446,,,,,84.96,,,transit,2011.0,15/12/03,20 00 25,+45 45 44,2250.0,1.12,1.35,0.42,5800.0,5.8,Confirmed planets,1.8225000000000002,1.1908727604825602,0.35723485352680007,1.2370894059224016,2.2586911823836178,
174,HD 72892 b,0.0,5.45,,39.475,0.228,0.423,353.0,,,,,,RV,2016.0,16/04/02,08 34 53,-14 32 36,72.78,1.02,1.22,0.25,5688.0,8.0,Confirmed planets,1.376721320013641,1.174967270605531,0.35033950217731646,1.082455706679332,1.9823414625042193,False
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,WASP-138 b,0.0,1.22,,3.634433,0.0494,,,,,88.5,,,transit,2016.0,16/07/27,02 46 33,+00 32 10,308.0,1.22,1.36,-0.09,6272.0,,Confirmed planets,2.529239997784473,1.2615133566332561,0.3863588105999725,1.4159538349009748,2.5585835915322366,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,CVSO 30 b,0.0,6.2,1.91,0.448413,0.00838,,,,,61.8,,,transit,2012.0,16/06/12,05 25 08,+01 34 24,330.0,0.39,1.39,,3740.0,0.00265,Confirmed planets,0.33404427656731894,1.00191009232896,0.25467264740479995,0.5774144417819685,1.1452778622086512,
190,CVSO 30 c,0.0,4.7,1.63,,662.0,,,,,,1600.0,,imaging,2016.0,16/06/12,05 25 08,+01 34 24,330.0,0.39,1.39,,3740.0,0.00265,Confirmed planets,0.33404427656731894,1.00191009232896,0.25467264740479995,0.5774144417819685,1.1452778622086512,
191,HD 175167 b,0.0,7.8,,1290.0,2.4,0.54,,,,,154.0,,RV,2010.0,10/01/26,19 00 01,-69 56 39,67.02,1.102,,0.19,5940.0,,Confirmed planets,,1.21132922802176,0.3659036044288,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Kepler-94 b,0.0,0.034099,0.319867,2.50806,,,,,,,,,transit,2014.0,14/02/24,18 44 47,+47 29 49,223.0,0.81,0.76,0.34,4781.0,1.41,Confirmed planets,0.26667983951072505,1.068176331759936,0.29867945794603146,0.4996588880425345,0.9449142865226399,
196,Kepler-94 c,0.0,9.83346,,820.3,,,,,,,,,RV,2014.0,14/02/24,18 44 47,+47 29 49,223.0,0.81,0.76,0.34,4781.0,1.41,Confirmed planets,0.26667983951072505,1.068176331759936,0.29867945794603146,0.4996588880425345,0.9449142865226399,
197,TYC 3667-1280-1 b,0.0,5.4,,26.468,0.21,0.036,240.0,,,,,,RV,2016.0,16/04/11,00 51 32.9649,+58 25 34.268,481.0,1.87,6.26,-0.08,5130.0,1.3,Confirmed planets,23.983146074115556,1.1040013687249999,0.31738463851562493,4.660883742879071,8.692808749513665,False
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,HD 202206 b,0.0,17.4,,255.87,0.83,0.435,,,,,277.6,,RV,2002.0,10/12/30,21 14 57,-20 47 21,46.34,1.13,1.02,0.37,5750.0,,Confirmed planets,1.0049853895256093,1.1837165880579599,0.354150314094425,0.9214165470948886,1.6845583485339395,False
200,HD 202206 c,0.0,2.44,,1383.4,2.55,0.267,,,,,159.6,,RV,2004.0,10/12/30,21 14 57,-20 47 21,46.34,1.13,1.02,0.37,5750.0,,Confirmed planets,1.0049853895256093,1.1837165880579599,0.354150314094425,0.9214165470948886,1.6845583485339395,False
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,HD 131664 b,0.0,85.2,,1951.0,3.17,0.638,149.7,,320.8,167.1,,,RV,,15/01/14,15 00 06.08,-73 32 07.2,55.43,1.1,1.16,0.32,5886.0,2.4,Controversial,1.4272006514150006,1.2033713332674334,0.36255645947574144,1.0890371297067258,1.9840595090719104,False
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,wasp-92 b,0.0,0.805,1.461,2.1746742,0.0348,0.0,,,,83.75,,,transit,2016.0,16/08/19,16 26 46,+51 02 28,530.0,1.19,1.341,0.0,6280.0,,Confirmed planets,2.4716339751074456,1.2627375,0.38684490625,1.3990574200948418,2.5276889905236106,False
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,CoRoT-21 b,0.0,2.26,1.3,2.72474,0.0417,0.0,,,,86.8,1867.0,,transit,2011.0,11/12/13,06 44 12.64,-00 17 57.06,,1.29,1.945,,6200.0,,Confirmed planets,4.939625171643235,1.2505101092313597,0.38196344607079996,1.9874828694024187,3.596135904011709,False
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,HD 9174 b,0.0,1.11,,1179.0,2.2,0.12,101.0,,,,,,RV,2016.0,16/04/02,01 30 01,-19 23 44,78.93,1.03,1.67,0.39,5577.0,9.0,Confirmed planets,2.3840949400997506,1.1596802514753226,0.34356864878125887,1.4338134244189549,2.6342379953262243,True
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,HD 66428 b,0.0,3.194,,2293.0,3.471,0.44,180.4,,,,,,RV,2006.0,15/08/15,08 03 28.7,-01 09 45.7,54.9,1.061,0.98,0.31,5752.0,,Confirmed planets,0.9289999414718382,1.184001165951953,0.35427352109182525,0.8857920502457407,1.6193416881031724,False
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Gliese 3293 b,0.0,0.076,,30.6,0.1434,0.09,,,,,,,RV,2014.0,14/11/25,04 28 35.72,-25 10 08.9,18.2,0.42,0.404,0.02,3466.0,,Confirmed planets,0.020814452390726004,0.9921106485537297,0.24593562358331905,0.1448446435092838,0.2909187912825408,False
231,Gliese 3293 d,0.0,0.07,,123.98,0.3644,0.37,,,,,,,RV,2014.0,14/11/25,04 28 35.72,-25 10 08.9,18.2,0.42,0.404,0.02,3466.0,,Confirmed planets,0.020814452390726004,0.9921106485537297,0.24593562358331905,0.1448446435092838,0.2909187912825408,False
232,Gliese 3293 c,0.0,0.027,,48.14,0.1939,0.13,,,,,,,RV,2014.0,14/11/25,04 28 35.72,-25 10 08.9,18.2,0.42,0.404,0.02,3466.0,,Controversial,0.020814452390726004,0.9921106485537297,0.24593562358331905,0.1448446435092838,0.2909187912825408,True
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Kepler-91 b,0.0,0.66,1.4,6.24668005,0.0726,0.0519,302.8,,,67.37,,,transit,2013.0,15/01/27,19 02 41,+44 07 00,1030.0,1.31,6.3,0.11,4550.0,,Confirmed planets,15.031928843577106,1.0484237664675597,0.287340613842425,3.786508420822993,7.232839833539643,False
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,HD 27631 b,0.0,1.45,,2208.0,3.25,0.12,134.0,,,,137.7,,RV,2011.0,12/11/29,04 19 45,-41 57 37,45.5,0.94,1.0,-0.12,5737.0,4.4,Confirmed planets,0.9572545190866157,1.1818703230050047,0.35334986195940443,0.8999715876417138,1.6459295776167013,False
237,CHXR 73 b,0.0,12.0,,,,,,,,,,,imaging,2006.0,11/03/08,11 06 29,-77 37 33,,0.35,,,3840.0,,Confirmed planets,,1.0060404713753597,0.25812620696679994,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Kepler-277 b,0.0,0.27619,0.2661,17.324,,,,,,,,,transit,2013.0,13/09/13,19 06 19,+39 04 37,951.43,1.19,1.65,,5946.0,5.0,Confirmed planets,3.007153059932872,1.2122181835319363,0.36627559816116867,1.575024702889484,2.8653242390631624,
240,Kepler-277 c,0.0,0.20856,0.3062,33.006,,,,,,,,,transit,2013.0,13/09/13,19 06 19,+39 04 37,951.43,1.19,1.65,,5946.0,5.0,Confirmed planets,3.007153059932872,1.2122181835319363,0.36627559816116867,1.575024702889484,2.8653242390631624,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,OGLE-2012-BLG-0950L b,0.0,0.11,,,2.7,,,,,,,,,2016.0,17/01/31,18 08 05,-29 16 06,3000.0,0.56,,,5500.0,,Confirmed planets,,1.1493858314649597,0.33892109898879996,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,HD 219077 b,0.0,10.39,,5501.0,6.22,0.77,57.61,,,,124.9,,RV,2012.0,12/11/29,23 14 07,-62 42 00,29.0,1.05,1.91,-0.13,5362.0,8.9,Confirmed planets,2.664783918687547,1.1316328621751852,0.33071844647966786,1.5345400375699894,2.838584256947846,False
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,WASP-13 b,0.0,0.5,1.407,4.3530135,0.05379,0.0,,,,85.43,1203.3,,transit,2008.0,14/03/20,09 20 25,+33 52 57,155.0,1.187,1.559,0.0,5989.0,,Confirmed planets,2.763105761733769,1.2186146902310362,0.36894130101726624,1.505793956060041,2.7366554147590625,False
263,HD 215152 b,0.0,0.0087,,7.2825,0.0652,0.34,,,,,704.7,,RV,2011.0,11/09/12,22 43 21,-06 24 03,21.5,,,,5150.0,,Confirmed planets,,1.03112822079909,0.31850846374842495,,,
264,HD 215152 c,0.0,0.0097,,10.866,0.0852,0.38,,,,,615.3,,RV,2011.0,11/09/12,22 43 21,-06 24 03,21.5,,,,5150.0,,Confirmed planets,,1.03112822079909,0.31850846374842495,,,
265,18 Del b,0.0,10.3,,993.3,2.6,0.08,166.1,,,,,,RV,2008.0,15/09/23,20 58 25.93397,+10 50 21.4289,75.3,2.3,8.5,-0.052,4979.0,,Confirmed planets,39.23687241121832,1.0876268669523672,0.3090737564338134,6.00630286576526,11.267203177760628,False
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,HD 210702 b,0.0,1.9,,354.8,1.2,0.094,126.0,,,,,,RV,2007.0,15/11/02,22 11 51.33086,+16 02 25.9903,54.9,1.68,5.1,0.12,4967.0,,Confirmed planets,13.989591009371106,1.0863821976296912,0.3084270369662353,3.588485443025417,6.734824577962739,False
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,HD 165155 b,0.0,2.89,,434.5,1.13,0.2,211.0,,,,,,RV,2016.0,16/04/02,18 05 57,-29 04 58,64.98,1.02,0.95,0.09,5426.0,11.0,Confirmed planets,0.6912806397186593,1.139750767709772,0.3345005607734023,0.7787933783753938,1.4375692414039314,True
271,HD 210277 b,0.0,1.23,,442.1,1.1,0.472,,,,,240.3,,RV,1998.0,06/09/06,22 09 29,-07 32 32,21.29,1.09,1.1,0.19,5532.0,,Confirmed planets,1.0013873060291252,1.1536316846724546,0.34084702398174205,0.9316814596248991,1.714041322155535,True
272,WASP-135 b,0.0,1.9,1.3,1.4013794,0.0243,0.0,,,,82.0,,,transit,2015.0,15/11/21,17 49 08.4,+29 52 45.0,300.0,0.98,0.96,0.02,5675.0,0.6,Confirmed planets,0.8446833920676505,1.1731511651732474,0.34954280477027655,0.8485354472105392,1.5545217193826153,False
273,HIP 67537 b,0.0,11.1,,2592.5,4.96,0.59,120.7,,,,,,,2016.0,17/01/24,13 50 19,-39 05 57,112.6,2.41,8.69,0.15,4985.0,,Confirmed planets,41.20863500933615,1.0882523593085474,0.3093978986329015,6.153600614571705,11.540787242119306,False
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Gliese 15 A b,2.0,0.01683,,11.4433,0.0717,0.0,,,,,,,RV,2014.0,15/12/12,00 18 22.88532,+44 01 22.6282,3.587,0.375,0.3863,-0.32,3567.0,,"Confirmed planets, Planets in binary systems, S-type",0.0213476404426808,0.9955085639030223,0.2490398307266012,0.14643754502998224,0.2927794114700654,False
277,HD 330075 b,0.0,0.62,,3.38773,0.039,0.0,,,,,1023.2,,RV,2004.0,10/12/29,15 49 37,-49 57 48,50.2,0.95,,0.03,6295.0,,Confirmed planets,,1.2650332030592475,0.38775496748415156,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,HAT-P-55 b,0.0,0.582,1.182,,0.04604,,,,,87.7,1313.0,,transit,2015.0,15/06/11,17 37 05.52,+25 43 52.3,480.0,1.013,1.011,-0.03,5808.0,4.2,Confirmed planets,1.0277719665012754,1.1920255972461606,0.3577291406868333,0.9285506388569725,1.6950059388606058,
282,Kepler-45 b,0.0,0.505,0.96,2.455239,0.027,0.11,,,,87.0,774.0,,transit,2011.0,13/03/25,19 31 30,+41 03 51,333.0,0.59,0.55,0.08,3820.0,13.9,Confirmed planets,0.056920257535901575,1.00518571140096,0.2574233689408,0.23796345998431423,0.4702290366918343,False
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,WASP-121 b,0.0,1.183,1.807,1.2749255,0.02544,,,,,87.6,2358.0,,transit,2015.0,15/06/08,07 10 24.058,-39 05 50.55,270.0,1.353,1.458,0.13,6459.0,1.5,Confirmed planets,3.2693710441307076,1.2900987299692066,0.39756431229382583,1.5919177753358957,2.867664959348886,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Kepler-25 d,0.0,0.282798,,123.0,,,,,,,,,RV,2014.0,14/02/24,19 06 33,+38 20 37,191.0,1.26,1.34,0.11,6354.0,2.75,Confirmed planets,2.5863450490922846,1.2740639046351914,0.3913156678723719,1.4247793965455162,2.5708670243028733,
288,WASP-70 A b,2.0,0.59,1.164,3.7130203,0.04853,,,,,87.12,1387.0,,transit,2011.0,13/10/22,21 01 54,-13 26 00,245.0,1.106,1.215,-0.006,5700.0,9.5,"Confirmed planets, Planets in binary systems, S-type",1.377019227172881,1.17664946241536,0.35107568174079995,1.0817986914737452,1.9804762022976312,
289,HD 102956 b,0.0,0.96,,6.495,0.081,0.048,,,,,1642.2,,RV,2010.0,10/07/28,11 51 23,+57 38 27,126.0,1.68,4.4,0.19,5054.0,,Confirmed planets,11.161802380065321,1.095595988099275,0.31316237411814785,3.1918461361534947,5.970110590792135,False
290,WTS-1 b,0.0,4.01,1.49,3.35,0.047,0.0,,,,85.5,1362.3,,transit,2012.0,12/10/04,19 35 56.41,+36 17 46.76,3200.0,1.2,1.15,,6250.0,,Confirmed planets,1.7832152757493358,1.2581481648939596,0.385019558024425,1.1905180755978013,2.152090311496215,False
291,BD+49 828 b,0.0,1.6,,2590.0,4.2,0.35,170.0,,,,,,RV,2015.0,15/11/23,03 02 33.7362,+49 43 47.974,,1.52,7.6,-0.19,4943.0,2.3,Confirmed planets,30.470364687762906,1.0839181798135762,0.3071399081340972,5.302010406905095,9.960260591206909,False
292,HD 66141 b,0.0,6.0,,480.5,1.2,0.07,,,,,801.4,,RV,2012.0,12/11/12,08 02 16,+02 20 04,80.9,1.1,22.0,-0.36,4305.0,,Confirmed planets,146.9014256488073,1.0308557052171872,0.2762956537978516,11.93751872586101,23.058230622568587,False
293,CoRoT-2 b,0.0,3.31,1.465,1.7429964,0.0281,0.0,,,,87.84,1392.7,,transit,2007.0,12/04/05,19 27 07,+01 23 02,300.0,0.97,0.902,,5575.0,,Confirmed planets,0.6945133332250671,1.1594095360160475,0.3434473750186516,0.7739659591734618,1.4220346971558844,False
294,HD 176051 b,0.0,1.5,,1016.0,1.76,0.0,,,,,,,RV,2010.0,10/10/22,18 57 02,+32 54 05,14.99,,,,5700.0,,Confirmed planets,,1.17664946241536,0.35107568174079995,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,XO-5 b,0.0,1.077,1.03,4.1877537,0.0487,0.0,,,,86.8,1133.5,,transit,2008.0,11/03/07,07 46 52,+39 05 41,255.0,0.88,1.06,0.18,5510.0,,Confirmed planets,0.9151792225,1.15070762560356,0.339522067650425,0.8918063908954029,1.6417955429183664,False
300,EPIC 201367065 b,0.0,0.0264,0.194,10.05449,0.0769,,180.0,,180.0,88.8,,,transit,2015.0,15/12/06,11 29 20.388,-01 27 17.23,45.0,0.6,0.56,-0.32,3896.0,,Confirmed planets,0.06384690838821314,1.0085153490682615,0.2601271816436077,0.2516104532813681,0.4954240308659751,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,HD 9446 b,0.0,0.7,,30.052,0.189,0.2,,,,,586.1,,RV,2010.0,10/01/05,01 33 20,+29 15 55,53.0,1.0,1.0,0.09,5793.0,,Confirmed planets,0.9951811463590859,1.1898657663200727,0.35680250992007123,0.9145386938630566,1.6700794013384777,False
312,HD 9446 c,0.0,1.82,,192.9,0.654,0.06,,,,,315.8,,RV,2010.0,10/01/05,01 33 20,+29 15 55,53.0,1.0,1.0,0.09,5793.0,,Confirmed planets,0.9951811463590859,1.1898657663200727,0.35680250992007123,0.9145386938630566,1.6700794013384777,False
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,HD 125612 b,0.0,3.0,,502.0,1.37,0.46,,,,,224.5,,RV,2007.0,10/12/06,14 20 54,-17 28 53,52.82,1.1,1.05,0.24,5897.0,,Confirmed planets,1.1781243573902442,1.2049859303659312,0.36323808749441405,0.9887911700211529,1.8009426256634946,True
315,HD 125612 c,0.0,0.058,,4.1547,0.05,0.27,,,,,1186.0,,RV,2009.0,10/12/06,14 20 54,-17 28 53,52.82,1.1,1.05,0.24,5897.0,,Confirmed planets,1.1781243573902442,1.2049859303659312,0.36323808749441405,0.9887911700211529,1.8009426256634946,False
316,HD 125612 d,0.0,7.2,,3008.0,4.2,0.28,,,,,129.4,,RV,2009.0,10/12/06,14 20 54,-17 28 53,52.82,1.1,1.05,0.24,5897.0,,Confirmed planets,1.1781243573902442,1.2049859303659312,0.36323808749441405,0.9887911700211529,1.8009426256634946,False
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Qatar-2 b,0.0,2.487,1.144,1.3371182,0.02149,0.0,,,,88.3,1179.7,,transit,2011.0,11/10/28,13 50 37,-06 48 14,,0.74,0.713,,4645.0,,Confirmed planets,0.20912692843274008,1.0561650663413475,0.2918972805440266,0.4449785536212351,0.8464278703099286,False
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Kepler-102 e,0.0,0.028091,0.202309,16.1457,,,,,,,,,transit,2014.0,14/02/24,18 45 55,+47 12 28,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets,0.27963983563811473,1.079886792666486,0.30501365123944163,0.5088741667637144,0.9575024205477192,
324,Kepler-102 d,0.0,0.011954,0.107534,10.3117,,,,,,,,,transit,2014.0,14/02/24,18 45 55,+47 12 28,119.3,0.8,0.74,0.08,4903.0,1.41,Confirmed planets,0.27963983563811473,1.0067975000755685,0.30501365123944163,0.5270216481670745,0.9575024205477192,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,HAT-P-37 b,0.0,1.169,1.178,2.797436,0.0378,0.058,,,,86.9,1166.3,,transit,2012.0,12/01/04,18 57 11,+51 16 09,411.0,0.929,0.877,0.03,5500.0,,Confirmed planets,0.621924936448968,1.1493858314649597,0.33892109898879996,0.735590421781433,1.3546268585733918,False
329,EPIC 218916923 b,0.0,0.381,0.812,28.38229,0.1811,0.0,,,,89.55,,,,2017.0,17/02/03,19 16 16,-17 05 22,152.0,0.918,0.86,0.21,5287.0,1.8,Confirmed planets,0.5106486285453681,1.122385113553106,0.32633992856294236,0.6745127074753312,1.2509097508538431,False
330,WASP-8 b,2.0,2.244,1.038,8.158715,0.0801,0.31,,,,88.55,846.5,,transit,2008.0,12/04/08,23 59 36,-35 01 53,87.0,1.033,0.953,0.17,5600.0,,"Confirmed planets, Planets in binary systems, S-type",0.7892706167760764,1.16280585743616,0.3449652806948,0.8238712770296884,1.5126041021023409,False
331,HR 810 b,0.0,2.26,,320.1,0.925,0.161,,,,,373.3,,RV,1999.0,10/12/29,02 42 31,-50 48 12,17.17,1.11,1.85,0.25,5997.0,,Confirmed planets,3.911719255785976,1.2198094748301747,0.369437112771065,1.790761866725303,3.253970251545784,False
332,HAT-P-29 b,0.0,0.778,1.107,5.72318,0.0667,0.095,,,,87.1,1149.1,,transit,2011.0,13/05/29,02 12 31,+51 46 44,322.0,1.207,1.224,0.21,6087.0,,Confirmed planets,1.8174566814803992,1.2333404270682677,0.37500752025103046,1.2139213524048478,2.201466320390428,False
333,HD 4732 b,0.0,2.37,,360.2,1.19,0.13,,,,,,,RV,2012.0,12/10/26,00 49 13,-24 08 12,56.5,1.74,5.4,0.01,4959.0,,Confirmed planets,15.583032576225,1.0855571030810627,0.3079970556750308,3.78878230662123,7.112998332026954,False
334,HD 4732 c,0.0,2.37,,2732.0,4.6,0.23,,,,,,,RV,2012.0,12/10/26,00 49 13,-24 08 12,56.5,1.74,5.4,0.01,4959.0,,Confirmed planets,15.583032576225,1.0855571030810627,0.3079970556750308,3.78878230662123,7.112998332026954,True
335,WASP-140 b,0.0,2.44,1.44,2.2359835,0.0323,0.047,356.0,,,83.3,,,transit,2016.0,16/07/11,04 01 33,-20 32 56,180.0,0.9,0.87,0.12,5260.0,1.6,Confirmed planets,0.5119994655053509,1.11912817990656,0.3247788413248,0.6763863553392727,1.255569882705659,False
336,HD 1666 b,0.0,6.43,,270.0,0.94,0.63,,,,,,,RV,2015.0,15/03/26,00 20 52.33959,-19 55 52.4083,110.6,1.5,1.93,0.37,6317.0,1.76,Confirmed planets,5.2413860844679245,1.2684007951316505,0.38908633713151625,2.0328007995849346,3.6702875058379587,False
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Kepler-434 b,0.0,2.86,1.13,12.8747099,0.1143,,,,,86.46,1000.0,,transit,2015.0,15/01/07,19 34 20.729,+42 45 44.08,1240.0,1.198,1.38,0.35,5970.0,,Confirmed planets,2.137684080700743,1.21578290922836,0.367763536178425,1.3260006730835279,2.4109456945576304,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,HAT-P-22 b,0.0,2.147,1.08,3.21222,0.0414,0.016,,,,86.9,1171.7,,transit,2010.0,13/05/29,10 22 44,+50 07 42,82.0,0.916,1.04,0.24,5302.0,,Confirmed planets,0.7552897621494432,1.1242112173147705,0.32721075227461827,0.8196583015415527,1.5192981737627773,False
349,HD 10442 b,0.0,2.1,,1043.0,2.335,0.11,,,,,,,RV,2014.0,14/11/19,01 41 53.142,+02 42 15.77,,1.56,,0.11,5034.0,,Confirmed planets,,1.0934390138991226,0.3120643254838502,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
