,AgeGyr,AscendingNodeDeg,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarAgeGyr,HostStarMassSlrMass,HostStarMetallicity,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,InclinationDeg,IsInHabitableZone,Is_In_Habitable_Zone,LastUpdated,ListsPlanetIsOn,LongitudeDeg,Luminosity_of_Host_Star,Maximum_Greenhouse,Maximum_Greenhouse_S_eff,PeriastronDeg,PeriodDays,PlanetIdentifier,Planetary_Mass_Jupiter,RadiusJpt,RightAscension,Runaway_Greenhouse,Runaway_Greenhouse_S_eff,Semi_Major_Axis_AU},SurfaceTempK,TypeFlag
159,,,+42 27 04,transit,2010.0,1330.0,0.0,,1.13,0.05,1.45,6251.0,84.07,False,,15/12/03,Confirmed planets,,2.836756285578926,2.7141587382930386,0.3850805097501978,,3.52254,Kepler-8 b,0.59,1.42,18 45 09,1.5014771517038152,1.2583010823252005,0.0483,1519.5,0.0
160,,,+27 15 08.2182,transit,2015.0,310.5,,2.01,1.296,,1.428,6566.0,82.13,,,15/06/05,Confirmed planets,,3.349252993453597,2.8800339222466556,0.4037873862011911,,2.7908327,HAT-P-56 b,2.18,1.466,06 43 23.52950,1.6012217536899958,1.3063062083502803,0.0423,1840.0,0.0
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,+25 24 51,RV,2000.0,37.16,0.377,,1.07,0.29,1.12,5742.0,,False,,11/01/04,Confirmed planets,,1.204971634944,1.8458520396851743,0.3536576462301927,,263.6,HD 12661 b,2.3,,02 04 34,1.009423011538583,1.1825797055496325,0.83,291.4,0.0
167,,,+25 24 51,RV,2002.0,37.16,0.031,,1.07,0.29,1.12,5742.0,,False,,11/01/04,Confirmed planets,,1.204971634944,1.8458520396851743,0.3536576462301927,,1708.0,HD 12661 c,1.57,,02 04 34,1.009423011538583,1.1825797055496325,2.56,167.5,0.0
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,+09 44 47,RV,2002.0,16.6,0.3,,0.828,0.08,0.73,4965.0,63.8,,,15/01/08,Confirmed planets,259.2,0.28616120591827454,0.9633961679715763,0.3083194540340265,-76.2,460.1,HD 128311 b,1.83,,14 36 00,0.513281206290884,1.0861755723445474,,177.7,0.0
171,,,+09 44 47,RV,2005.0,16.6,0.12,,0.828,0.08,0.73,4965.0,63.8,,,15/01/08,Confirmed planets,184.2,0.28616120591827454,0.9633961679715763,0.3083194540340265,-19.7,910.7,HD 128311 c,3.2,,14 36 00,0.513281206290884,1.0861755723445474,,140.7,0.0
172,,,-16 57 55,transit,2011.0,170.0,0.0,,0.938,-0.23,0.976,5600.0,84.89,False,,12/05/15,Confirmed planets,,0.8278273470600794,1.549109762488861,0.3449652806948,,2.7817387,WASP-49 b,0.378,1.115,06 04 21,0.8437548440513913,1.16280585743616,0.0379,1369.0,0.0
173,,,+45 45 44,transit,2011.0,2250.0,,5.8,1.12,0.42,1.35,5800.0,84.96,,,15/12/03,Confirmed planets,,1.8225000000000002,2.2586911823836178,0.35723485352680007,,3.2467293,Kepler-44 b,1.0,1.09,20 00 25,1.2370894059224016,1.1908727604825602,0.0446,,0.0
174,,,-14 32 36,RV,2016.0,72.78,0.423,8.0,1.02,0.25,1.22,5688.0,,False,,16/04/02,Confirmed planets,,1.376721320013641,1.9823414625042193,0.35033950217731646,353.0,39.475,HD 72892 b,5.45,,08 34 53,1.082455706679332,1.174967270605531,0.228,,0.0
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,+00 32 10,transit,2016.0,308.0,,,1.22,-0.09,1.36,6272.0,88.5,,,16/07/27,Confirmed planets,,2.529239997784473,2.5585835915322366,0.3863588105999725,,3.634433,WASP-138 b,1.22,,02 46 33,1.4159538349009748,1.2615133566332561,0.0494,,0.0
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,+01 34 24,transit,2012.0,330.0,,0.00265,0.39,,1.39,3740.0,61.8,,,16/06/12,Confirmed planets,,0.33404427656731894,1.1452778622086512,0.25467264740479995,,0.448413,CVSO 30 b,6.2,1.91,05 25 08,0.5774144417819685,1.00191009232896,0.00838,,0.0
190,,,+01 34 24,imaging,2016.0,330.0,,0.00265,0.39,,1.39,3740.0,,,,16/06/12,Confirmed planets,,0.33404427656731894,1.1452778622086512,0.25467264740479995,,,CVSO 30 c,4.7,1.63,05 25 08,0.5774144417819685,1.00191009232896,662.0,1600.0,0.0
191,,,-69 56 39,RV,2010.0,67.02,0.54,,1.102,0.19,,5940.0,,,,10/01/26,Confirmed planets,,,,0.3659036044288,,1290.0,HD 175167 b,7.8,,19 00 01,,1.21132922802176,2.4,154.0,0.0
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,+47 29 49,transit,2014.0,223.0,,1.41,0.81,0.34,0.76,4781.0,,,,14/02/24,Confirmed planets,,0.26667983951072505,0.9449142865226399,0.29867945794603146,,2.50806,Kepler-94 b,0.034099,0.319867,18 44 47,0.4996588880425345,1.068176331759936,,,0.0
196,,,+47 29 49,RV,2014.0,223.0,,1.41,0.81,0.34,0.76,4781.0,,,,14/02/24,Confirmed planets,,0.26667983951072505,0.9449142865226399,0.29867945794603146,,820.3,Kepler-94 c,9.83346,,18 44 47,0.4996588880425345,1.068176331759936,,,0.0
197,,,+58 25 34.268,RV,2016.0,481.0,0.036,1.3,1.87,-0.08,6.26,5130.0,,False,,16/04/11,Confirmed planets,,23.983146074115556,8.692808749513665,0.31738463851562493,240.0,26.468,TYC 3667-1280-1 b,5.4,,00 51 32.9649,4.660883742879071,1.1040013687249999,0.21,,0.0
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,-20 47 21,RV,2002.0,46.34,0.435,,1.13,0.37,1.02,5750.0,,False,,10/12/30,Confirmed planets,,1.0049853895256093,1.6845583485339395,0.354150314094425,,255.87,HD 202206 b,17.4,,21 14 57,0.9214165470948886,1.1837165880579599,0.83,277.6,0.0
200,,,-20 47 21,RV,2004.0,46.34,0.267,,1.13,0.37,1.02,5750.0,,False,,10/12/30,Confirmed planets,,1.0049853895256093,1.6845583485339395,0.354150314094425,,1383.4,HD 202206 c,2.44,,21 14 57,0.9214165470948886,1.1837165880579599,2.55,159.6,0.0
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,320.8,-73 32 07.2,RV,,55.43,0.638,2.4,1.1,0.32,1.16,5886.0,167.1,False,,15/01/14,Controversial,,1.4272006514150006,1.9840595090719104,0.36255645947574144,149.7,1951.0,HD 131664 b,85.2,,15 00 06.08,1.0890371297067258,1.2033713332674334,3.17,,0.0
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,+51 02 28,transit,2016.0,530.0,0.0,,1.19,0.0,1.341,6280.0,83.75,False,,16/08/19,Confirmed planets,,2.4716339751074456,2.5276889905236106,0.38684490625,,2.1746742,wasp-92 b,0.805,1.461,16 26 46,1.3990574200948418,1.2627375,0.0348,,0.0
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,-00 17 57.06,transit,2011.0,,0.0,,1.29,,1.945,6200.0,86.8,False,,11/12/13,Confirmed planets,,4.939625171643235,3.596135904011709,0.38196344607079996,,2.72474,CoRoT-21 b,2.26,1.3,06 44 12.64,1.9874828694024187,1.2505101092313597,0.0417,1867.0,0.0
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,-19 23 44,RV,2016.0,78.93,0.12,9.0,1.03,0.39,1.67,5577.0,,,True,16/04/02,Confirmed planets,,2.3840949400997506,2.6342379953262243,0.34356864878125887,101.0,1179.0,HD 9174 b,1.11,,01 30 01,1.4338134244189549,1.1596802514753226,2.2,,0.0
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,-01 09 45.7,RV,2006.0,54.9,0.44,,1.061,0.31,0.98,5752.0,,False,,15/08/15,Confirmed planets,,0.9289999414718382,1.6193416881031724,0.35427352109182525,180.4,2293.0,HD 66428 b,3.194,,08 03 28.7,0.8857920502457407,1.184001165951953,3.471,,0.0
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,-25 10 08.9,RV,2014.0,18.2,0.09,,0.42,0.02,0.404,3466.0,,False,,14/11/25,Confirmed planets,,0.020814452390726004,0.2909187912825408,0.24593562358331905,,30.6,Gliese 3293 b,0.076,,04 28 35.72,0.1448446435092838,0.9921106485537297,0.1434,,0.0
231,,,-25 10 08.9,RV,2014.0,18.2,0.37,,0.42,0.02,0.404,3466.0,,False,,14/11/25,Confirmed planets,,0.020814452390726004,0.2909187912825408,0.24593562358331905,,123.98,Gliese 3293 d,0.07,,04 28 35.72,0.1448446435092838,0.9921106485537297,0.3644,,0.0
232,,,-25 10 08.9,RV,2014.0,18.2,0.13,,0.42,0.02,0.404,3466.0,,,True,14/11/25,Controversial,,0.020814452390726004,0.2909187912825408,0.24593562358331905,,48.14,Gliese 3293 c,0.027,,04 28 35.72,0.1448446435092838,0.9921106485537297,0.1939,,0.0
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,+44 07 00,transit,2013.0,1030.0,0.0519,,1.31,0.11,6.3,4550.0,67.37,False,,15/01/27,Confirmed planets,,15.031928843577106,7.232839833539643,0.287340613842425,302.8,6.24668005,Kepler-91 b,0.66,1.4,19 02 41,3.786508420822993,1.0484237664675597,0.0726,,0.0
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,-41 57 37,RV,2011.0,45.5,0.12,4.4,0.94,-0.12,1.0,5737.0,,False,,12/11/29,Confirmed planets,,0.9572545190866157,1.6459295776167013,0.35334986195940443,134.0,2208.0,HD 27631 b,1.45,,04 19 45,0.8999715876417138,1.1818703230050047,3.25,137.7,0.0
237,,,-77 37 33,imaging,2006.0,,,,0.35,,,3840.0,,,,11/03/08,Confirmed planets,,,,0.25812620696679994,,,CHXR 73 b,12.0,,11 06 29,,1.0060404713753597,,,0.0
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,+39 04 37,transit,2013.0,951.43,,5.0,1.19,,1.65,5946.0,,,,13/09/13,Confirmed planets,,3.007153059932872,2.8653242390631624,0.36627559816116867,,17.324,Kepler-277 b,0.27619,0.2661,19 06 19,1.575024702889484,1.2122181835319363,,,0.0
240,,,+39 04 37,transit,2013.0,951.43,,5.0,1.19,,1.65,5946.0,,,,13/09/13,Confirmed planets,,3.007153059932872,2.8653242390631624,0.36627559816116867,,33.006,Kepler-277 c,0.20856,0.3062,19 06 19,1.575024702889484,1.2122181835319363,,,0.0
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,-29 16 06,,2016.0,3000.0,,,0.56,,,5500.0,,,,17/01/31,Confirmed planets,,,,0.33892109898879996,,,OGLE-2012-BLG-0950L b,0.11,,18 08 05,,1.1493858314649597,2.7,,0.0
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,-62 42 00,RV,2012.0,29.0,0.77,8.9,1.05,-0.13,1.91,5362.0,,False,,12/11/29,Confirmed planets,,2.664783918687547,2.838584256947846,0.33071844647966786,57.61,5501.0,HD 219077 b,10.39,,23 14 07,1.5345400375699894,1.1316328621751852,6.22,124.9,0.0
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,+33 52 57,transit,2008.0,155.0,0.0,,1.187,0.0,1.559,5989.0,85.43,False,,14/03/20,Confirmed planets,,2.763105761733769,2.7366554147590625,0.36894130101726624,,4.3530135,WASP-13 b,0.5,1.407,09 20 25,1.505793956060041,1.2186146902310362,0.05379,1203.3,0.0
263,,,-06 24 03,RV,2011.0,21.5,0.34,,,,,5150.0,,,,11/09/12,Confirmed planets,,,,0.31850846374842495,,7.2825,HD 215152 b,0.0087,,22 43 21,,1.03112822079909,0.0652,704.7,0.0
264,,,-06 24 03,RV,2011.0,21.5,0.38,,,,,5150.0,,,,11/09/12,Confirmed planets,,,,0.31850846374842495,,10.866,HD 215152 c,0.0097,,22 43 21,,1.03112822079909,0.0852,615.3,0.0
265,,,+10 50 21.4289,RV,2008.0,75.3,0.08,,2.3,-0.052,8.5,4979.0,,False,,15/09/23,Confirmed planets,,39.23687241121832,11.267203177760628,0.3090737564338134,166.1,993.3,18 Del b,10.3,,20 58 25.93397,6.00630286576526,1.0876268669523672,2.6,,0.0
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,+16 02 25.9903,RV,2007.0,54.9,0.094,,1.68,0.12,5.1,4967.0,,False,,15/11/02,Confirmed planets,,13.989591009371102,6.734824577962737,0.3084270369662353,126.0,354.8,HD 210702 b,1.9,,22 11 51.33086,3.5884854430254167,1.0863821976296912,1.2,,0.0
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,-29 04 58,RV,2016.0,64.98,0.2,11.0,1.02,0.09,0.95,5426.0,,,True,16/04/02,Confirmed planets,,0.6912806397186593,1.4375692414039314,0.3345005607734023,211.0,434.5,HD 165155 b,2.89,,18 05 57,0.7787933783753938,1.139750767709772,1.13,,0.0
271,,,-07 32 32,RV,1998.0,21.29,0.472,,1.09,0.19,1.1,5532.0,,,True,06/09/06,Confirmed planets,,1.0013873060291252,1.714041322155535,0.34084702398174205,,442.1,HD 210277 b,1.23,,22 09 29,0.9316814596248991,1.1536316846724546,1.1,240.3,0.0
272,,,+29 52 45.0,transit,2015.0,300.0,0.0,0.6,0.98,0.02,0.96,5675.0,82.0,False,,15/11/21,Confirmed planets,,0.8446833920676505,1.5545217193826153,0.34954280477027655,,1.4013794,WASP-135 b,1.9,1.3,17 49 08.4,0.8485354472105392,1.1731511651732474,0.0243,,0.0
273,,,-39 05 57,,2016.0,112.6,0.59,,2.41,0.15,8.69,4985.0,,False,,17/01/24,Confirmed planets,,41.20863500933615,11.540787242119306,0.3093978986329015,120.7,2592.5,HIP 67537 b,11.1,,13 50 19,6.153600614571705,1.0882523593085474,4.96,,0.0
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,+44 01 22.6282,RV,2014.0,3.587,0.0,,0.375,-0.32,0.3863,3567.0,,False,,15/12/12,"Confirmed planets, Planets in binary systems, S-type",,0.0213476404426808,0.2927794114700654,0.2490398307266012,,11.4433,Gliese 15 A b,0.01683,,00 18 22.88532,0.14643754502998224,0.9955085639030223,0.0717,,2.0
277,,,-49 57 48,RV,2004.0,50.2,0.0,,0.95,0.03,,6295.0,,,,10/12/29,Confirmed planets,,,,0.38775496748415156,,3.38773,HD 330075 b,0.62,,15 49 37,,1.2650332030592475,0.039,1023.2,0.0
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,+25 43 52.3,transit,2015.0,480.0,,4.2,1.013,-0.03,1.011,5808.0,87.7,,,15/06/11,Confirmed planets,,1.0277719665012754,1.6950059388606058,0.3577291406868333,,,HAT-P-55 b,0.582,1.182,17 37 05.52,0.9285506388569725,1.1920255972461606,0.04604,1313.0,0.0
282,,,+41 03 51,transit,2011.0,333.0,0.11,13.9,0.59,0.08,0.55,3820.0,87.0,False,,13/03/25,Confirmed planets,,0.056920257535901575,0.4702290366918343,0.2574233689408,,2.455239,Kepler-45 b,0.505,0.96,19 31 30,0.23796345998431423,1.00518571140096,0.027,774.0,0.0
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,-39 05 50.55,transit,2015.0,270.0,,1.5,1.353,0.13,1.458,6459.0,87.6,,,15/06/08,Confirmed planets,,3.2693710441307076,2.867664959348886,0.39756431229382583,,1.2749255,WASP-121 b,1.183,1.807,07 10 24.058,1.5919177753358957,1.2900987299692066,0.02544,2358.0,0.0
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,+38 20 37,RV,2014.0,191.0,,2.75,1.26,0.11,1.34,6354.0,,,,14/02/24,Confirmed planets,,2.5863450490922846,2.5708670243028733,0.3913156678723719,,123.0,Kepler-25 d,0.282798,,19 06 33,1.4247793965455162,1.2740639046351914,,,0.0
288,,,-13 26 00,transit,2011.0,245.0,,9.5,1.106,-0.006,1.215,5700.0,87.12,,,13/10/22,"Confirmed planets, Planets in binary systems, S-type",,1.377019227172881,1.9804762022976312,0.35107568174079995,,3.7130203,WASP-70 A b,0.59,1.164,21 01 54,1.0817986914737452,1.17664946241536,0.04853,1387.0,2.0
289,,,+57 38 27,RV,2010.0,126.0,0.048,,1.68,0.19,4.4,5054.0,,False,,10/07/28,Confirmed planets,,11.161802380065321,5.970110590792135,0.31316237411814785,,6.495,HD 102956 b,0.96,,11 51 23,3.1918461361534947,1.095595988099275,0.081,1642.2,0.0
290,,,+36 17 46.76,transit,2012.0,3200.0,0.0,,1.2,,1.15,6250.0,85.5,False,,12/10/04,Confirmed planets,,1.7832152757493358,2.152090311496215,0.385019558024425,,3.35,WTS-1 b,4.01,1.49,19 35 56.41,1.1905180755978013,1.2581481648939596,0.047,1362.3,0.0
291,,,+49 43 47.974,RV,2015.0,,0.35,2.3,1.52,-0.19,7.6,4943.0,,False,,15/11/23,Confirmed planets,,30.470364687762906,9.960260591206909,0.3071399081340972,170.0,2590.0,BD+49 828 b,1.6,,03 02 33.7362,5.302010406905095,1.0839181798135762,4.2,,0.0
292,,,+02 20 04,RV,2012.0,80.9,0.07,,1.1,-0.36,22.0,4305.0,,False,,12/11/12,Confirmed planets,,146.9014256488073,23.058230622568587,0.2762956537978516,,480.5,HD 66141 b,6.0,,08 02 16,11.93751872586101,1.0308557052171872,1.2,801.4,0.0
293,,,+01 23 02,transit,2007.0,300.0,0.0,,0.97,,0.902,5575.0,87.84,False,,12/04/05,Confirmed planets,,0.6945133332250671,1.4220346971558844,0.3434473750186516,,1.7429964,CoRoT-2 b,3.31,1.465,19 27 07,0.7739659591734618,1.1594095360160475,0.0281,1392.7,0.0
294,,,+32 54 05,RV,2010.0,14.99,0.0,,,,,5700.0,,,,10/10/22,Confirmed planets,,,,0.35107568174079995,,1016.0,HD 176051 b,1.5,,18 57 02,,1.17664946241536,1.76,,0.0
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,+39 05 41,transit,2008.0,255.0,0.0,,0.88,0.18,1.06,5510.0,86.8,False,,11/03/07,Confirmed planets,,0.9151792225,1.6417955429183664,0.339522067650425,,4.1877537,XO-5 b,1.077,1.03,07 46 52,0.8918063908954029,1.15070762560356,0.0487,1133.5,0.0
300,,180.0,-01 27 17.23,transit,2015.0,45.0,,,0.6,-0.32,0.56,3896.0,88.8,,,15/12/06,Confirmed planets,,0.06384690838821314,0.4954240308659751,0.2601271816436077,180.0,10.05449,EPIC 201367065 b,0.0264,0.194,11 29 20.388,0.2516104532813681,1.0085153490682615,0.0769,,0.0
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,+29 15 55,RV,2010.0,53.0,0.2,,1.0,0.09,1.0,5793.0,,False,,10/01/05,Confirmed planets,,0.9951811463590859,1.6700794013384777,0.35680250992007123,,30.052,HD 9446 b,0.7,,01 33 20,0.9145386938630566,1.1898657663200727,0.189,586.1,0.0
312,,,+29 15 55,RV,2010.0,53.0,0.06,,1.0,0.09,1.0,5793.0,,False,,10/01/05,Confirmed planets,,0.9951811463590859,1.6700794013384777,0.35680250992007123,,192.9,HD 9446 c,1.82,,01 33 20,0.9145386938630566,1.1898657663200727,0.654,315.8,0.0
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,-17 28 53,RV,2007.0,52.82,0.46,,1.1,0.24,1.05,5897.0,,,True,10/12/06,Confirmed planets,,1.1781243573902442,1.8009426256634946,0.36323808749441405,,502.0,HD 125612 b,3.0,,14 20 54,0.9887911700211529,1.2049859303659312,1.37,224.5,0.0
315,,,-17 28 53,RV,2009.0,52.82,0.27,,1.1,0.24,1.05,5897.0,,False,,10/12/06,Confirmed planets,,1.1781243573902442,1.8009426256634946,0.36323808749441405,,4.1547,HD 125612 c,0.058,,14 20 54,0.9887911700211529,1.2049859303659312,0.05,1186.0,0.0
316,,,-17 28 53,RV,2009.0,52.82,0.28,,1.1,0.24,1.05,5897.0,,False,,10/12/06,Confirmed planets,,1.1781243573902442,1.8009426256634946,0.36323808749441405,,3008.0,HD 125612 d,7.2,,14 20 54,0.9887911700211529,1.2049859303659312,4.2,129.4,0.0
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,-06 48 14,transit,2011.0,,0.0,,0.74,,0.713,4645.0,88.3,False,,11/10/28,Confirmed planets,,0.20912692843274008,0.8464278703099286,0.2918972805440266,,1.3371182,Qatar-2 b,2.487,1.144,13 50 37,0.4449785536212351,1.0561650663413475,0.02149,1179.7,0.0
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,+47 12 28,transit,2014.0,119.3,,1.41,0.8,0.08,0.74,4903.0,,,,14/02/24,Confirmed planets,,0.27963983563811473,0.9575024205477192,0.30501365123944163,,16.1457,Kepler-102 e,0.028091,0.202309,18 45 55,0.5088741667637144,1.079886792666486,,,0.0
324,,,+47 12 28,transit,2014.0,119.3,,1.41,0.8,0.08,0.74,4903.0,,,,14/02/24,Confirmed planets,,0.27963983563811473,0.9575024205477192,0.30501365123944163,,10.3117,Kepler-102 d,0.011954,0.107534,18 45 55,0.5270216481670745,1.0067975000755685,,,0.0
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,+51 16 09,transit,2012.0,411.0,0.058,,0.929,0.03,0.877,5500.0,86.9,False,,12/01/04,Confirmed planets,,0.621924936448968,1.3546268585733918,0.33892109898879996,,2.797436,HAT-P-37 b,1.169,1.178,18 57 11,0.735590421781433,1.1493858314649597,0.0378,1166.3,0.0
329,,,-17 05 22,,2017.0,152.0,0.0,1.8,0.918,0.21,0.86,5287.0,89.55,False,,17/02/03,Confirmed planets,,0.5106486285453681,1.2509097508538431,0.32633992856294236,,28.38229,EPIC 218916923 b,0.381,0.812,19 16 16,0.6745127074753312,1.122385113553106,0.1811,,0.0
330,,,-35 01 53,transit,2008.0,87.0,0.31,,1.033,0.17,0.953,5600.0,88.55,False,,12/04/08,"Confirmed planets, Planets in binary systems, S-type",,0.7892706167760764,1.5126041021023409,0.3449652806948,,8.158715,WASP-8 b,2.244,1.038,23 59 36,0.8238712770296884,1.16280585743616,0.0801,846.5,2.0
331,,,-50 48 12,RV,1999.0,17.17,0.161,,1.11,0.25,1.85,5997.0,,False,,10/12/29,Confirmed planets,,3.911719255785976,3.253970251545784,0.369437112771065,,320.1,HR 810 b,2.26,,02 42 31,1.790761866725303,1.2198094748301747,0.925,373.3,0.0
