,AgeGyr,AscendingNodeDeg,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarAgeGyr,HostStarMassSlrMass,HostStarMetallicity,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,InclinationDeg,IsInHabitableZone,Is_In_Habitable_Zone,LastUpdated,ListsPlanetIsOn,LongitudeDeg,Luminosity_of_Host_Star,Maximum_Greenhouse,Maximum_Greenhouse_S_eff,PeriastronDeg,PeriodDays,PlanetIdentifier,Planetary_Mass_Jupiter,RadiusJpt,RightAscension,Runaway_Greenhouse,Runaway_Greenhouse_S_eff,Semi_Major_Axis_AU},SurfaceTempK,TypeFlag
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,-13 59 11.3,RV,2011.0,126.0,0.0,,1.48,0.05,4.2,5052.0,,False,,12/07/24,Confirmed planets,,10.1540658163793,5.695233362080439,0.31305231960675334,,326.6,HD 33142 b,1.3,,05 07 35.54,3.0446524982587033,1.0953792531242024,1.06,442.1,0.0
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,,,-31 28 51,RV,2009.0,32.6,0.1684,,0.82,-0.17,,5434.0,,,,12/01/31,Confirmed planets,,,,0.33497609443396226,,226.93,HD 45364 b,0.1872,,06 25 38,,1.1407797441362808,0.6813,273.1,0.0
801,,,-31 28 51,RV,2009.0,32.6,0.0974,,0.82,-0.17,,5434.0,,,,12/01/31,Confirmed planets,,,,0.33497609443396226,,342.85,HD 45364 c,0.6579,,06 25 38,,1.1407797441362808,0.8972,238.3,0.0
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,-10 46 13.386,RV,2000.0,65.19,0.019,,0.85,0.382,0.81,5393.0,,False,,15/11/17,Confirmed planets,,0.49043306728602715,1.214407403190357,0.3325453906253952,334.0,3.48777,BD-10 3166 b,0.408,,10 58 28.7798,0.6571866856816296,1.1355394642839896,0.0427,,0.0
810,,,+29 36 58.3488,RV,2012.0,82.8,0.191,,2.13,-0.29,10.5,4749.0,,False,,15/11/02,Confirmed planets,,49.55361042427497,12.915700443299269,0.29705671538982503,79.0,187.83,omi CrB b,1.5,,15 20 08.55879,6.820427981326726,1.065251237282424,0.83,,0.0
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,,,-07 48 03,imaging,2017.0,47.1,,80.0,1.2,,,6315.0,,,,17/03/09,Confirmed planets,,,,0.38896547606227655,,,HD 984 b,65.0,,00 14 10,,1.2680946406804474,18.0,2730.0,0.0
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.794,0.11,0.778,4699.0,85.058,False,,15/10/20,Confirmed planets,,0.2607768288438706,0.9409182763098289,0.29455418070334105,0.0,3.0931,HD 219134 b,0.012,0.1433,23 13 16.97632,0.5134089925761192,0.9893320016563256,0.038474,,0.0
821,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.794,0.11,0.778,4699.0,,False,,15/10/20,Confirmed planets,,0.2607768288438706,0.9409182763098289,0.29455418070334105,0.0,6.7635,HD 219134 c,0.011,,23 13 16.97632,0.5134089925761192,0.9893320016563256,0.064816,,0.0
822,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.794,0.11,0.778,4699.0,,False,,15/10/20,Confirmed planets,,0.2607768288438706,0.9409182763098289,0.29455418070334105,0.0,22.805,HD 219134 d,0.028,,23 13 16.97632,0.49581217184866766,1.0608027365999753,0.14574,,0.0
823,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.794,0.11,0.778,4699.0,,False,,15/10/20,Confirmed planets,,0.2607768288438706,0.9409182763098289,0.29455418070334105,0.0,46.71,HD 219134 e,0.067,,23 13 16.97632,0.49581217184866766,1.0608027365999753,0.23508,,0.0
824,,,+57 10 06.0823,RV,2015.0,6.546,0.0,12.9,0.794,0.11,0.778,4699.0,,False,,15/10/20,Confirmed planets,,0.2607768288438706,0.9409182763098289,0.29455418070334105,0.0,94.2,HD 219134 f,0.034,,23 13 16.97632,0.49581217184866766,1.0608027365999753,0.3753,,0.0
825,,,+57 10 06.0823,RV,2015.0,6.546,0.06,12.9,0.794,0.11,0.778,4699.0,,False,,15/10/20,Confirmed planets,,0.2607768288438706,0.9409182763098289,0.29455418070334105,215.0,2247.0,HD 219134 g,0.34,,23 13 16.97632,0.49581217184866766,1.0608027365999753,3.11,,0.0
826,,,+45 03 11,transit,2013.0,1387.37,,1.8,0.93,,0.98,6197.0,,,,13/09/13,Confirmed planets,,1.251601750066892,1.8106175718022681,0.38177958372206705,,36.855,KOI-523.02,0.00535,0.26428,19 04 11,1.0366661126686512,1.164631030499272,,,0.0
827,,,+45 03 11,transit,2013.0,1387.37,,1.8,0.93,,0.98,6197.0,,,,13/09/13,Confirmed planets,,1.251601750066892,1.8106175718022681,0.38177958372206705,,49.412,KOI-523.01,0.01982,0.64703,19 04 11,1.0006195152784165,1.250052417155301,,,0.0
828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,-18 18 40.3047,RV,2009.0,8.52,0.12,6.3,0.95,0.05,0.963,5571.0,,False,,15/11/02,Confirmed planets,,0.7893565805081133,1.5165609507259805,0.3432049122055502,105.0,4.215,61 Vir b,0.016,,13 18 24.31427,0.8253145737694524,1.1588686264409203,0.050201,,0.0
830,,,-18 18 40.3047,RV,2009.0,8.52,0.14,6.3,0.95,0.05,0.963,5571.0,,False,,15/11/02,Confirmed planets,,0.7893565805081133,1.5165609507259805,0.3432049122055502,341.0,38.021,61 Vir c,0.0573,,13 18 24.31427,0.8253145737694524,1.1588686264409203,0.2175,,0.0
831,,,-18 18 40.3047,RV,2009.0,8.52,0.35,6.3,0.95,0.05,0.963,5571.0,,False,,15/11/02,Confirmed planets,,0.7893565805081133,1.5165609507259805,0.3432049122055502,314.0,123.01,61 Vir d,0.0721,,13 18 24.31427,0.8253145737694524,1.1588686264409203,0.476,,0.0
832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,-05 05 11,transit,2010.0,1310.0,0.0,,1.09,0.01,1.01,5945.0,88.02,False,,10/07/12,Confirmed planets,,1.1259995297265621,1.7534842561105346,0.3662135990149015,,4.03519,CoRoT-13 b,1.308,0.885,06 50 53,0.9638406982095333,1.2120699612221477,0.051,1166.5,0.0
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,-31 44 15,RV,2008.0,90.3,0.27,,1.22,0.19,1.33,6176.0,,False,,08/09/08,Confirmed planets,,2.2741570701936267,2.444769728886524,0.3804911309048173,,279.8,HD 205739 b,1.37,,21 38 08,1.3505260582555436,1.2468508923945,0.896,330.2,0.0
839,,,-80 12 17,RV,2011.0,38.0,0.36,,0.86,0.18,0.82,5240.0,,,True,11/08/02,Confirmed planets,,0.4479616941620657,1.1765149773341035,0.3236279021348,,330.0,HD 137388 b,0.223,,15 35 40,0.6333506918805569,1.1167407909849598,0.89,219.9,0.0
840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,+02 49 17,RV,2005.0,28.98,0.0,,0.926,0.05,0.835,5291.0,,False,,10/12/21,Confirmed planets,,0.48284976329980867,1.2159524804242925,0.3265719029281146,,4.113775,HD 102195 b,0.45,,11 45 42,0.6557542216440719,1.1228709143003581,0.049,963.1,0.0
842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,75.5,+58 09 45.4809,RV,2008.0,55.8,0.059,,1.82,-0.13,5.2,4978.0,2.0,False,,15/09/20,Confirmed planets,,14.672843388886355,6.890710419987859,0.3090197833409031,314.9,874.774,6 Lyn b,2.21,,06 30 47.10797,3.6731439713181566,1.0875228227603602,2.18,,0.0
855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,-00 25 46.66,RV,2010.0,54.9,0.4,7.6,1.02,-0.135,1.27,5966.0,,False,,16/01/22,"Confirmed planets, Planets in binary systems, S-type",,1.8056287608740884,2.2165440545058583,0.3675155580761191,100.0,1319.0,HD 217786 b,13.0,,23 03 08.205,1.218968626581139,1.2151878194946897,2.38,,2.0
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,-52 54 57,RV,2001.0,34.8,0.02,,1.1,-0.24,1.13,5848.0,,,True,10/12/30,Confirmed planets,,1.3196974226129323,1.9140948408873706,0.3602031140783469,,626.0,HD 23079 b,2.5,,03 39 43,1.049642209924019,1.1978206465212764,1.5,223.8,0.0
874,,,-34 08 08,transit,2014.0,180.0,,,1.29,0.26,1.36,6170.0,88.7,,,14/09/29,"Confirmed planets, Planets in binary systems, S-type",,2.3686805755771196,2.496269227544537,0.38012256620442497,,3.9501907,WASP-94 A b,0.452,1.72,20 55 08,1.3788125011338495,1.24593697392756,0.055,,2.0
875,,,-34 08 08,RV,2014.0,180.0,0.0,,1.24,0.23,1.35,6040.0,,False,,14/09/29,"Confirmed planets, Planets in binary systems, S-type",,2.143400448359281,2.400056449501083,0.3721006291108,,2.00839,WASP-94 B b,0.618,,20 55 08,1.322090843673759,1.22625480537216,0.0335,,2.0
876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,,-55 46 19,transit,2013.0,,,11.9,1.12,0.23,1.06,5640.0,88.0,,,13/10/22,Confirmed planets,,1.0046532007495745,1.7005587984836863,0.34740244194279996,,2.07276,WASP-97 b,1.32,1.13,01 38 25,0.9273247719097619,1.1682948155225599,0.03303,1555.0,0.0
879,,,-66 34 52.02,transit,2013.0,1200.0,,,0.695,-0.03,0.588,4400.0,88.6,,,13/09/01,Confirmed planets,,0.11451262859316166,0.6389897730014146,0.2804565382628,,3.1606296,POTS-1 b,2.31,0.941,13 34 26.130,0.33226263834257974,1.03726653182976,0.03734,,0.0
880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,+40 00 30,transit,2013.0,1680.75,,0.3,0.98,,0.97,6134.0,,,,13/09/13,Confirmed planets,,1.1770816269696227,1.7648611114896111,0.37790750229125825,,34.921,KOI-1873.02,0.07046,0.2096,19 43 14,0.9741179509045402,1.2404620658420282,,,0.0
887,,,+40 00 30,transit,2013.0,1680.75,,0.3,0.98,,0.97,6134.0,,,,13/09/13,Confirmed planets,,1.1770816269696227,1.7648611114896111,0.37790750229125825,,71.312,KOI-1873.01,0.10286,0.4921,19 43 14,0.9741179509045402,1.2404620658420282,,,0.0
888,,,-23 49 11,transit,2010.0,300.0,0.0,,1.1,-0.05,1.13,6000.0,88.26,False,,11/07/01,Confirmed planets,,1.4623452347793877,1.989048847162232,0.36962302491879995,,3.5327313,WASP-22 b,0.588,1.158,03 31 16,1.0947101528391814,1.22025788420096,0.04698,1297.5,0.0
889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,,,-48 14 23,RV,2004.0,43.03,0.74,,0.4,-0.09,,5035.0,,,,12/11/30,"Confirmed planets, Planets in binary systems, S-type",,,,0.31211909565427653,,963.0,HD 41004 A b,2.54,,05 59 50,,1.0935463142804476,1.7,174.8,2.0
891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,,-59 03 27,transit,2016.0,339.0,0.048,2.3,1.093,0.06,1.061,5943.0,86.84,False,,16/07/28,Confirmed planets,,1.240914086520948,1.8410990801912055,0.3660896008872872,,3.1743516,HATS-30 b,0.706,1.175,00 22 28,1.0119524714561798,1.2117735920965838,0.04354,,0.0
895,,,+28 01 34,RV,2006.0,10.34,0.02,,1.47,0.19,9.3,4666.0,,False,,06/07/11,Confirmed planets,,36.227040839922225,11.120859273129508,0.2929248191870631,,589.64,HD 62509 b,2.9,,07 45 18,5.851729662726962,1.0579480728364306,1.69,482.6,0.0
896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,,+18 58 36,transit,2017.0,,0.24,,0.44,0.2,0.44,3325.0,89.25,,,17/03/28,Confirmed planets,,0.020910286210170534,0.294068720670956,0.24180334973677656,283.0,10.134588,JS 183 b,1.67,0.32,08 37 27,0.14550605143224773,0.9876381703565472,,,0.0
910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,-30 38 23.55,transit,2010.0,180.0,,,0.93,0.06,0.87,5545.0,89.4,,,15/10/16,Confirmed planets,,0.6323139058528259,1.3604646746418978,0.34163172503040157,,3.052404,WASP-41 b,0.94,1.18,12 42 28.497,0.7397855709208393,1.1553698231597476,0.04,,0.0
913,,,-30 38 23.55,RV,2015.0,180.0,0.294,,0.93,0.06,0.87,5545.0,,,True,15/10/16,Confirmed planets,,0.6323139058528259,1.3604646746418978,0.34163172503040157,353.0,421.0,WASP-41 c,3.18,,12 42 28.497,0.7397855709208393,1.1553698231597476,1.07,,0.0
914,,,-43 30 10,RV,2011.0,6.06,0.0,,0.7,-0.4,,5490.0,,,,11/08/18,Confirmed planets,,,,0.33832095473042495,,18.315,HD 20794 b,0.0084933,,03 19 55,,1.0698897462158898,0.1207,661.0,0.0
915,,,-43 30 10,RV,2011.0,6.06,0.0,,0.7,-0.4,,5490.0,,,,11/08/18,Confirmed planets,,,,0.33832095473042495,,40.114,HD 20794 c,0.00754968,,03 19 55,,1.0698897462158898,0.2036,508.9,0.0
916,,,-43 30 10,RV,2011.0,6.06,0.0,,0.7,-0.4,,5490.0,,,,11/08/18,Confirmed planets,,,,0.33832095473042495,,90.309,HD 20794 d,0.015099,,03 19 55,,1.0698897462158898,0.3499,388.2,0.0
917,,,-40 19 06,RV,2002.0,31.26,0.277,,0.75,0.01,0.71,4830.0,,False,,10/12/29,Confirmed planets,,0.24243384318198943,0.8971647639683318,0.30119574301562496,,8.428198,HD 162020 b,14.4,,17 50 38,0.475381863614316,1.0727734792249999,0.074,656.4,0.0
918,,,+12 21 07.9133,RV,2010.0,50.3,0.3,3.0,1.23,0.16,1.71,5960.0,,False,,15/11/03,Confirmed planets,,3.2603579668371694,2.979989089479269,0.3671435792228,244.0,466.0,HD 31253 b,0.5,,04 54 43.65327,1.6385902933152174,1.2142959031641603,1.26,,0.0
919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,-29 53 50,RV,2009.0,54.9,0.83,,0.96,0.4,1.0,5508.0,,,False,10/09/08,Confirmed planets,,0.8133243075136475,1.5480136998471286,0.3394018087083213,,327.8,HD 43197 b,0.6,,06 13 36,0.8408128538158275,1.1504428982262824,0.92,239.6,0.0
922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,,-39 25 22.5,imaging,2015.0,39.4,,,0.108,,0.281,3064.0,,,,15/07/24,Confirmed planets,,0.006149725194440365,0.16188676537549626,0.23465673205845564,,,2MASS J0219-3925 B,13.9,1.44,02 19 22.10,0.07923374670595533,0.9795696565719797,,1683.0,0.0
925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,,+46 38 24,transit,2012.0,811.89,,,1.04,,0.94,6074.0,,,,12/08/19,Confirmed planets,,1.0627788015441988,1.685261057554211,0.37420407497954944,,11.8681707,Kepler-59 b,0.003828,0.100243,19 08 09,0.9624601733010089,1.1473009375227006,,,0.0
928,,,+46 38 24,transit,2012.0,811.89,,,1.04,,0.94,6074.0,,,,12/08/19,Confirmed planets,,1.0627788015441988,1.685261057554211,0.37420407497954944,,17.9801235,Kepler-59 c,0.012848,0.180438,19 08 09,0.9624601733010089,1.1473009375227006,,,0.0
929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,,,+06 56 45,RV,2007.0,90.0,0.59,,0.99,-0.49,1.95,5663.0,,False,,10/11/10,Confirmed planets,,3.4557593758293264,3.1475918332221804,0.348808191411162,,550.0,HD 171028 b,1.98,,18 32 15,1.7175294449567848,1.1714806310578796,1.32,296.2,0.0
937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,,+33 50 06,transit,2011.0,387.0,0.148,,1.403,0.05,1.777,6446.0,86.7,False,,13/05/29,"Confirmed planets, Planets in binary systems, S-type",,4.817526209208573,3.4843960635828854,0.3967976187341287,,3.474474,HAT-P-33 b,0.763,1.827,07 32 44,1.933900574115783,1.2881184518782083,0.0503,1675.2,2.0
941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,,-47 09 24.47,transit,2015.0,12.04,,,0.181,-0.12,0.207,3270.0,,,,15/11/12,Confirmed planets,,0.0043293203947212,0.13423928787613984,0.24024836904242497,,1.62893,GJ 1132 b,0.005096,0.105711,10 14 51.846,0.06834134561908778,0.9269422462286898,,,0.0
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,,-02 03 27,transit,2011.0,455.0,0.0,,1.01,,1.32,5600.0,88.0,False,,12/10/08,Confirmed planets,,1.5142165764385023,2.095107465661165,0.3449652806948,,2.838971,WASP-57 b,0.672,0.916,14 55 16,1.1411438464629473,1.16280585743616,0.0386,1251.0,0.0
950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,,+08 45 41,transit,2011.0,140.0,0.0,,0.87,0.03,0.79,5000.0,85.35,,,11/09/13,Confirmed planets,,0.34468487418720417,1.0541025183071513,0.31021052155879997,,1.7497798,WASP-52 b,0.46,1.27,23 13 59,0.5623836337995973,1.08982528192896,,1315.0,0.0
954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,,+30 58 29.2948,RV,2015.0,84.6,0.078,4.59,1.31,0.21,3.8,4757.0,,False,,15/03/26,Confirmed planets,,6.534130811184973,4.686827760782456,0.29746086558464463,,577.9,HD 1605 b,0.96,,00 20 31.51872,2.4758255275313545,1.0659767972111651,1.48,,0.0
960,,,+30 58 29.2948,RV,2015.0,84.6,0.098,4.59,1.31,0.21,3.8,4757.0,,,True,15/03/26,Confirmed planets,,6.534130811184973,4.686827760782456,0.29746086558464463,,2111.0,HD 1605 c,3.48,,00 20 31.51872,2.4758255275313545,1.0659767972111651,3.52,,0.0
961,,,-30 00 46.8,transit,2015.0,774.0,,9.5,0.97,0.1,1.238,5738.0,83.53,,,15/11/26,Confirmed planets,,1.4681535877859246,2.0381937321900114,0.35341141047065344,,2.686502,HATS-16 b,3.27,1.3,23 54 14.04,1.1144864154681,1.1820121271862496,0.03744,,0.0
962,,,-60 01 24,RV,2008.0,12.8,0.2,,0.77,-0.31,,4977.0,,,,12/11/08,Confirmed planets,,,,0.30896582472973283,,4.3123,HD 40307 b,0.01258,,05 54 04,,1.0137272433907611,0.0468,804.5,0.0
963,,,-60 01 24,RV,2008.0,12.8,0.06,,0.77,-0.31,,4977.0,,,,12/11/08,Confirmed planets,,,,0.30896582472973283,,9.6184,HD 40307 c,0.020761624,,05 54 04,,1.0874188370342797,0.0799,617.1,0.0
964,,,-60 01 24,RV,2008.0,12.8,0.07,,0.77,-0.31,,4977.0,,,,12/11/08,Confirmed planets,,,,0.30896582472973283,,20.432,HD 40307 d,0.029884156,,05 54 04,,1.0874188370342797,0.1321,479.9,0.0
965,,,-60 01 24,RV,2008.0,12.8,0.15,,0.77,-0.31,,4977.0,,,,12/11/08,Confirmed planets,,,,0.30896582472973283,,34.62,HD 40307 e,0.0110099,,05 54 04,,1.0137272433907611,0.1886,401.2,0.0
966,,,-60 01 24,RV,2008.0,12.8,0.02,,0.77,-0.31,,4977.0,,,,12/11/08,Confirmed planets,,,,0.30896582472973283,,51.76,HD 40307 f,0.01635764,,05 54 04,,1.0874188370342797,0.247,351.1,0.0
967,,,-60 01 24,RV,2008.0,12.8,0.29,,0.77,-0.31,,4977.0,,,,12/11/08,Confirmed planets,,,,0.30896582472973283,,197.8,HD 40307 g,0.02233447,,05 54 04,,1.0874188370342797,0.6,224.0,0.0
968,,,-28 46 48,RV,2011.0,21.9,0.3,,,,,5940.0,,,,11/09/12,Confirmed planets,,,,0.3659036044288,,5.8872,HD 45184 b,0.04,,06 24 44,,1.21132922802176,0.0638,1045.8,0.0
969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,,-19 30 25.11,RV,2007.0,51.7,0.37,,1.19,0.31,1.33,6058.0,,False,,14/11/19,Confirmed planets,,2.105272820507473,2.3750617045595006,0.37321456951021825,,1627.5,HD 11506 b,4.21,,01 52 50.535,1.3088342571516813,1.2289637599031928,2.708,200.7,0.0
971,,,-19 30 25.11,RV,2009.0,51.7,0.24,,1.19,0.31,1.33,6058.0,,False,,14/11/19,Confirmed planets,,2.105272820507473,2.3750617045595006,0.37321456951021825,,223.6,HD 11506 c,0.36,,01 52 50.535,1.3088342571516813,1.2289637599031928,0.721,388.0,0.0
972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,-33 46 53,transit,2016.0,780.0,0.3,3.94,1.303,0.24,1.74,5896.0,86.6,False,,16/07/11,Confirmed planets,,3.2330797818813024,2.9836616433431766,0.36317611559944757,44.0,4.569673,HATS-19 b,0.427,1.66,09 49 38,1.638112411676296,1.2048390081781493,0.0589,,0.0
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,,-17 53 05,transit,2016.0,570.0,0.0,4.0,1.25,0.29,1.37,5900.0,87.6,False,,16/07/11,Confirmed planets,,2.0097276454566853,2.3515910337047514,0.36342400945279996,,3.310651,WASP-141 b,2.69,1.21,04 47 18,1.2912138338334105,1.20542686411776,0.0469,,0.0
978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
